Date,Close,High,Low,Open,Volume
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
2020-02-18,2034.8546142578125,2039.6760005716355,2007.5793879528044,2020.344492509687,2486223
2020-02-19,2017.0386962890625,2047.941399472002,2011.6662042795608,2034.8547784215646,1760463
2020-02-20,1980.717529296875,2033.6148943564317,1975.62058996386,2024.5232262988168,2317278
2020-02-24,1942.6513671875,2001.0588821052181,1934.7074249942614,1979.9825817470282,3092877
2020-02-25,1980.119873046875,1998.9462344948136,1938.6560495901645,1942.7886655177606,2674567
2020-02-26,1950.227783203125,1987.2374814254804,1940.4471227143943,1978.1458145795957,2686842
2020-02-27,1933.6055908203125,1946.8758384446382,1915.88121071242,1946.8758384446382,2349001
2020-02-28,1836.8560791015625,1900.5442638305512,1827.5347112939342,1899.1667251034453,4298076
2020-03-02,1837.9122314453125,1886.2637515277916,1823.5857388681738,1868.86089029043,2667076
2020-03-03,1869.962890625,1891.8198836369306,1847.7386436298564,1855.0855169643687,2757585
2020-03-04,1913.1259765625,1923.457518296754,1859.6775121657204,1888.146649388998,3237002
2020-03-05,1951.559326171875,1972.4060358470417,1913.9065977492335,1915.4218007949187,3937056
2020-03-06,1943.6611328125,1950.2732736964235,1902.4728604215622,1926.7174517322053,2595027
2020-03-09,1811.3260498046875,1910.09553108457,1777.0253503467834,1905.5956599325973,4940975
2020-03-11,1794.198486328125,1825.0554479199807,1763.2498233332562,1775.1884940120751,6796449
2020-03-12,1625.3582763671875,1752.5970094012216,1614.797143821456,1748.556205832407,8728786
2020-03-13,1658.83251953125,1671.413997638744,1383.0951278878254,1550.098751329913,8029720
2020-03-16,1557.904541015625,1691.8472054828883,1539.0322149565125,1611.7203667376682,7844271
2020-03-17,1522.6397705078125,1589.6800016580357,1490.634970249444,1588.761642327211,5713248
2020-03-18,1519.3336181640625,1573.6545921010274,1494.8593208842867,1539.90488849636,7258778
2020-03-19,1513.7369384765625,1559.157812880962,1430.850762075047,1442.8303628528793,5135111
2020-03-20,1662.7652587890625,1728.9539920989955,1505.0872900722661,1507.8624971221843,8547498
2020-03-23,1544.5880126953125,1618.8711153280458,1496.5307124696835,1498.612118189391,7003490
2020-03-24,1575.531494140625,1637.3723422211758,1510.4990898423368,1529.1855538183818,6350865
2020-03-25,1619.1483154296875,1674.3748895453055,1554.115919577963,1572.617299572939,2765520
2020-03-26,1656.7525634765625,1694.7729962120357,1593.4779234033408,1694.3566473368155,4556067
2020-03-27,1687.7886962890625,1711.3779600629025,1619.2410935544826,1683.6258850348554,4331250
2020-03-30,1645.2353515625,1762.2565896691383,1631.4056140465584,1633.6719881132274,8513547
2020-03-31,1689.2686767578125,1716.0031965830742,1646.623013432815,1699.722002855175,3927593
2020-04-01,1580.7119140625,1697.2706272574526,1574.467697284199,1689.0837878439318,4941878
2020-04-03,1530.2491455078125,1609.620113516096,1526.363900748022,1609.620113516096,5735369
2020-04-07,1642.1824951171875,1652.034502860765,1577.2426944505453,1581.8680395955616,5427577
2020-04-08,1577.6593017578125,1670.6750596913073,1573.542788779022,1628.1218743392585,6285615
2020-04-09,1633.8106689453125,1645.5128146092804,1601.479439007782,1619.287017606679,5307397
2020-04-13,1627.4278564453125,1653.0985246370747,1615.1706905519486,1629.0467274123605,2990438
2020-04-15,1605.1336669921875,1676.2252045450693,1598.3344317107642,1651.2483389144309,4761399
2020-04-16,1587.46484375,1632.6544458328053,1549.5370113780964,1581.8218320095489,6245533
2020-04-17,1670.85986328125,1713.181777139968,1621.6462293843294,1665.124479687275,9895823
2020-04-20,1682.377197265625,1692.8767105633826,1667.4373064428946,1692.8767105633826,3244282
2020-04-21,1607.4464111328125,1660.1290534020968,1598.2419054504578,1632.7470294866205,5122541
2020-04-22,1636.9097900390625,1655.873706792835,1590.3325829382718,1607.4463614721644,3829836
2020-04-23,1737.51123046875,1757.6314856332358,1628.9080834559782,1646.6231812774524,5934366
2020-04-24,1682.284423828125,1713.1816408205739,1672.3399311990627,1702.7746136506248,2987102
2020-04-27,1698.9818115234375,1734.5044859810228,1688.2510330215289,1695.0040823230026,3374741
2020-04-28,1719.7501220703125,1728.0294471105703,1695.2819714061095,1725.2542392190653,2678505
2020-04-29,1762.858154296875,1769.2411544004317,1711.4243290484462,1733.579691353932,4241510
2020-04-30,1863.50537109375,1879.740378687333,1796.6691297747736,1831.6367863193502,5915544
2020-05-04,1785.799560546875,1818.6858115145042,1770.2584677549542,1818.6858115145042,3729348
2020-05-05,1787.927001953125,1828.861302735133,1782.6078555238246,1808.6022702718888,2905528
2020-05-06,1760.961181640625,1807.3071121614653,1751.7104923980041,1794.4487444529843,3517431
2020-05-07,1749.9068603515625,1789.49974724365,1742.2287422017278,1766.8818545368965,3166754
2020-05-08,1751.52587890625,1794.171542376495,1744.9116121720358,1793.8014921470715,2686530
2020-05-11,1790.286376953125,1805.1799677315862,1765.9570130600662,1765.9570130600662,2449841
2020-05-12,1803.42236328125,1809.8978475300157,1767.1133980292423,1788.5287720937856,3256595
2020-05-13,1803.56103515625,1844.587828106419,1781.3593762422308,1844.587828106419,2656665
2020-05-14,1759.8055419921875,1779.0007297678178,1749.3985124752794,1766.8823446483843,2263146
2020-05-15,1751.0634765625,1773.7276715133457,1725.4389924762286,1772.432552074315,3173682
2020-05-18,1799.8145751953125,1806.6138110880433,1731.8219904210368,1764.106927408757,3727694
2020-05-19,1802.6361083984375,1819.1022723060014,1760.4066770859558,1760.4066770859558,3198693
2020-05-20,1807.215087890625,1815.8182762456343,1786.9560507075414,1803.884861500244,2778505
2020-05-21,1841.9976806640625,1848.2881961707733,1795.6980365971574,1800.1845994736361,3400908
2020-05-22,1868.96337890625,1879.7404567671942,1814.2918163556396,1828.9541393613774,3663418
2020-05-26,1797.409423828125,1872.3400277036155,1780.7581785224604,1864.0144050507831,4575317
2020-05-27,1855.041259765625,1859.389039713971,1795.7905340023613,1812.2105118406314,3482160
2020-05-28,1854.1160888671875,1863.089214193166,1823.5888078004673,1839.4999515507004,3475681
2020-05-29,1824.56005859375,1852.5896981351877,1815.3556660073036,1833.4869981979257,7237735
2020-06-01,1891.997802734375,1905.642573588956,1832.6545902973805,1840.8877288553508,3747773
2020-06-02,1893.75537109375,1925.0689398663217,1887.1874025813534,1905.8274559899514,2443886
2020-06-03,1898.3941650390625,1914.7232174342998,1874.132476907225,1903.682626615267,3699799
2020-06-04,1940.515869140625,1948.3556358015635,1898.950903608024,1898.950903608024,4048593
2020-06-05,1900.34228515625,1946.4997506446052,1892.966413862784,1940.5619964423843,3573289
2020-06-08,1922.1453857421875,1943.716463439065,1913.1923193669484,1928.1760096144328,2957841
2020-06-09,1922.423828125,1944.1804188630838,1911.475880678916,1914.1201679874957,2909439
2020-06-10,1956.4735107421875,1978.044587979772,1923.7689742852049,1927.062667939772,5168397
2020-06-11,1918.341552734375,1952.9945393214434,1912.9141266194838,1948.3555974228177,2269513
2020-06-12,1892.2244873046875,1901.2239896989418,1865.7825172688044,1865.9680296510976,2842642
2020-06-15,1883.317626953125,1910.316245754916,1856.458085801913,1891.8532346188777,2399022
2020-06-16,1898.069580078125,1924.186733292315,1884.338266267459,1915.8830723004935,2146528
2020-06-17,1899.9251708984375,1910.1772782368594,1880.2096669825664,1898.2551064410418,2703527
2020-06-18,1890.9254150390625,1910.5017265890797,1878.9569226631365,1897.3271773104102,1944389
2020-06-19,1896.9561767578125,1939.0777935853441,1885.2660653423059,1894.54394952214,5681758
2020-06-22,1881.5084228515625,1904.0537260625226,1873.3439529613006,1901.9662021820789,3196138
2020-06-23,1888.32763671875,1896.3993499019803,1864.8545466257242,1880.6269482638522,4205944
2020-06-24,1894.7293701171875,1915.1871490448546,1884.894836014062,1887.121550760438,2560937
2020-06-25,1870.5137939453125,1911.2437191550853,1864.1584673360949,1888.0490138255334,3043931
2020-06-26,1965.8443603515625,1978.0446860802347,1874.0859601611428,1878.7713364505041,6300722
2020-06-29,1949.88623046875,1973.962518560972,1940.2837572713922,1955.777776900078,3076341
2020-06-30,1931.7943115234375,1959.3960133524608,1925.2071505228316,1948.3554232251772,3071725
2020-07-01,1940.9793701171875,1961.297841312755,1929.3355827790217,1929.5210951188712,2503466
2020-07-02,2001.378662109375,2008.6618916742852,1946.500068698684,1950.2112223091676,3758699
2020-07-03,2040.80859375,2045.7723496925446,2004.2538405547934,2007.4082288570605,4185208
2020-07-06,2099.770263671875,2105.9863994717507,2045.7730343265048,2045.7730343265048,5190366
2020-07-07,2105.987060546875,2136.4185691548155,2070.9630440897804,2110.718872579863,5630055
2020-07-08,2058.66943359375,2110.1616858777616,2048.1856066797172,2106.0795078325473,2793358
2020-07-09,2045.1702880859375,2082.4208987898796,2032.8306580415565,2068.040179729401,3443998
2020-07-10,2061.870849609375,2087.3850331865065,2018.8677623213919,2046.0055757625228,9610320
2020-07-13,2059.690673828125,2082.8389538917186,2050.41278790998,2059.690673828125,2963503
2020-07-14,2015.110107421875,2077.318369183977,2008.6620229045602,2050.4125037501517,2976738
2020-07-15,2072.586181640625,2096.80154674497,2023.5991408722257,2027.2174246184777,5569321
2020-07-16,2078.0263671875,2169.3860676355016,2064.403866528798,2086.6276621406196,8582118
2020-07-17,2046.4105224609375,2086.5343048984755,2036.460963143458,2080.118295465236,4509135
2020-07-20,2053.05908203125,2070.726605145493,2037.1584474398037,2046.6430723394485,2952646
2020-07-21,2069.0068359375,2081.6529289574733,2046.7828115915652,2073.609646026001,2665286
2020-07-22,2037.2979736328125,2074.5393005183455,2031.021353158362,2074.5393005183455,2861534
2020-07-23,2018.932861328125,2037.2977862120397,2011.3079758940364,2037.2977862120397,2265766
2020-07-24,2006.10107421875,2011.308436058216,1976.0664604180097,2003.4045425277054,3665100
2020-07-27,2052.0361328125,2059.6610175866876,2011.7727365908795,2013.1675408917283,4248480
2020-07-28,2147.766357421875,2157.2975210385325,2059.661210819116,2059.661210819116,8092319
2020-07-29,2116.429931640625,2177.7547916639182,2088.533841226484,2131.2613076403504,6090431
2020-07-30,2119.637939453125,2192.632709467194,2112.8963842607427,2125.5890146084694,7098496
2020-07-31,2121.404052734375,2171.059217114887,2099.13372501734,2141.6287130841765,4723290
2020-08-03,2096.065673828125,2142.2803791007286,2074.2602749710186,2129.819989025977,4012337
2020-08-04,2091.927978515625,2110.478835044171,2069.0067794669662,2101.459143668834,2927928
2020-08-05,2101.04052734375,2138.7002491217636,2094.996374465797,2101.5054621805157,3800641
2020-08-06,2146.232177734375,2156.832600678783,2106.480251164417,2115.453402260932,4748047
2020-08-07,2134.37646484375,2164.7366191457463,2126.611962193437,2146.139225510474,3165491
2020-08-10,2122.706298828125,2161.9467492603753,2116.429679233498,2155.437662273355,2929353
2020-08-11,2120.009765625,2149.858672780445,2116.011507667092,2122.8924524038734,2774423
2020-08-12,2099.041015625,2135.3522381404227,2088.9983795781923,2127.866970248492,3415751
2020-08-13,2096.34423828125,2138.699839196069,2092.6712991785885,2113.5933628228977,2695682
2020-08-14,2084.9072265625,2121.3117609965852,2076.4920875157195,2117.313275941256,2270405
2020-08-17,2095.368408203125,2110.804336892842,2081.2809722689003,2104.2952486292957,2625630
2020-08-18,2110.572021484375,2128.472015498506,2090.6263592724285,2104.109471646709,3493374
2020-08-19,2098.34423828125,2124.3805921451435,2094.5316813721556,2116.7091664531035,2843005
2020-08-20,2094.85693359375,2116.8947989137228,2082.9545566598244,2098.715801836953,2895164
2020-08-21,2090.904541015625,2111.733525937253,2083.8839812477627,2101.5049619630963,1975294
2020-08-24,2090.4404296875,2101.459250824852,2073.609695165775,2092.76510423365,2167966
2020-08-25,2085.37255859375,2092.2071928981545,2076.9108790472123,2087.557843580603,1663419
2020-08-26,2095.4609375,2101.4120115471014,2061.009226804724,2084.767438151764,2618149
2020-08-27,2090.71875,2126.9373530924117,2084.5352078724386,2107.0845460193805,3579393
2020-08-28,2081.560302734375,2120.056825651494,2078.352296994451,2109.3167829404297,2941136
2020-08-31,2098.94775390625,2116.568734058577,2071.749073298538,2082.9075063683686,6018154
2020-09-01,2088.812255859375,2118.2425321023143,2084.116369899354,2109.8737073486177,3610908
2020-09-02,2106.294189453125,2109.6418110683553,2084.4422522365494,2089.417145772163,2084137
2020-09-03,2138.234619140625,2161.0164187357304,2108.9437339469177,2108.9437339469177,4654146
2020-09-04,2128.285888671875,2161.249725277802,2104.2486652845564,2115.453640962461,5231303
2020-09-07,2163.85302734375,2179.1493363598984,2123.2177725559745,2128.471444816645,4620401
2020-09-08,2183.519775390625,2222.8067664597693,2163.853123923355,2172.128872654601,7453998
2020-09-09,2164.41064453125,2193.5621440784794,2157.2972336846424,2161.946581171032,3866535
2020-09-10,2167.66552734375,2183.798856456429,2161.2960565009503,2171.2456162766707,2308813
2020-09-11,2207.603759765625,2215.8795093412245,2166.735804572795,2167.4797457413706,4145424
2020-09-14,2316.677001953125,2330.0207213555145,2214.809970149344,2216.9021767234435,7512131
2020-09-15,2316.677001953125,2360.0090155842745,2291.7566785967824,2316.677001953125,7318770
2020-09-16,2327.46337890625,2331.7408694513215,2303.56577795051,2314.39866691292,3074003
2020-09-17,2288.36279296875,2320.722303934772,2278.738777784469,2306.0768561587633,4828176
2020-09-18,2278.08740234375,2325.045816321521,2265.5341629635536,2310.725915539837,4183256
2020-09-21,2292.40771484375,2329.230417114434,2280.179792621286,2292.128708542367,4598809
2020-09-22,2346.0146484375,2375.817016890744,2285.6196585195494,2310.7261397156553,7499613
2020-09-23,2294.4072265625,2343.1325410150116,2240.0563813519284,2333.9732325418595,7502280
2020-09-24,2168.688232421875,2278.1803706436244,2141.117691396964,2278.1803706436244,8424708
2020-09-25,2252.423583984375,2268.8822334709203,2187.1467716874927,2201.931610188172,8228267
2020-09-28,2256.143310546875,2272.601961838878,2200.0721119929567,2268.8824823596,4347166
2020-09-29,2313.887451171875,2334.9491340902982,2256.1426844910543,2264.093115075653,6995811
2020-09-30,2317.513916015625,2329.3232138517255,2287.479084261575,2314.4453011085607,3917166
2020-10-01,2346.479736328125,2361.869125839259,2317.5143849034753,2333.9730338017876,2610337
2020-10-05,2516.040771484375,2536.776905361656,2420.496686701767,2436.2579282767224,17412105
2020-10-06,2523.945068359375,2544.1231930171625,2464.247486207717,2544.1231930171625,9846367
2020-10-07,2544.07666015625,2575.738765109489,2513.4375025599097,2549.702416581307,9656101
2020-10-08,2627.532958984375,2682.674281650521,2603.6353513419267,2603.6353513419267,19839329
2020-10-09,2615.676513671875,2631.3914453287207,2585.03735730473,2612.9334438943492,7739245
2020-10-12,2631.531005859375,2653.847876580444,2604.332319668072,2618.0478964653958,4623203
2020-10-13,2628.323486328125,2654.6851585228105,2614.9797641051055,2645.479538458442,4209878
2020-10-14,2623.7001953125,2653.9563268446404,2603.109109248237,2653.9563268446404,4395936
2020-10-15,2559.26611328125,2640.649673047913,2546.5658768991807,2625.007950114997,6629355
2020-10-16,2580.4638671875,2588.261245290727,2550.581175373045,2568.1373024114064,5273773
2020-10-19,2532.13818359375,2590.4560840854674,2527.5157498774165,2590.4560840854674,3331194
2020-10-20,2557.771728515625,2577.2887709922884,2538.1144741248063,2544.6980504582248,3406273
2020-10-21,2498.3798828125,2567.110169898301,2486.847167440832,2557.771828065277,4570143
2020-10-22,2494.4111328125,2508.88556291643,2463.5480948836125,2484.9328068746727,5262294
2020-10-23,2509.025634765625,2523.2198682196754,2493.430650089395,2509.959468913745,3499091
2020-10-26,2510.332763671875,2530.6436551984007,2493.80394582007,2511.9669733349288,2672752
2020-10-27,2456.12353515625,2538.3009315476675,2450.474021543803,2521.1184762241933,3537502
2020-10-28,2448.69970703125,2480.2166075923114,2433.5716403593083,2474.6603403500253,3569445
2020-10-29,2458.45849609375,2479.329781494295,2428.2023594465313,2435.439574439594,3105968
2020-10-30,2488.528564453125,2497.399990798305,2448.14022872375,2461.680826829552,3427003
2020-11-02,2432.264892578125,2488.5284087738355,2428.0159009443905,2483.999221254612,2571196
2020-11-03,2459.345458984375,2488.667757123101,2428.9491148900647,2431.7038797555556,2879269
2020-11-04,2477.602294921875,2541.756891470479,2437.3074374854036,2437.3074374854036,4893928
2020-11-05,2507.9990234375,2530.691245144481,2490.5363656089785,2507.3453849494213,2816502
2020-11-06,2528.309326171875,2533.725610058509,2503.889653355552,2520.4184728823057,3884421
2020-11-09,2546.192138671875,2562.440760755985,2516.7763646325843,2550.3943921060595,3646592
2020-11-10,2474.287109375,2533.6320885213513,2463.7814749567756,2518.7374790991066,4760020
2020-11-11,2509.958984375,2514.628154214232,2468.496619410533,2491.422288918525,3242441
2020-11-12,2494.318115234375,2533.49241793496,2485.6334107771395,2508.278892212791,2437505
2020-11-13,2481.057373046875,2488.5745556267757,2461.5868396643477,2480.0300642786765,2548093
2020-11-14,2493.6640625,2511.079977845543,2484.045525354914,2500.7610651023224,298819
2020-11-17,2489.648681640625,2516.6831357763604,2474.707334637871,2516.6831357763604,2827273
2020-11-18,2452.855224609375,2487.920740333499,2434.5522132128117,2484.9325168388395,2893762
2020-11-19,2462.4267578125,2499.079741931554,2456.77724456067,2462.520232406255,4167501
2020-11-20,2484.232177734375,2498.9400648875812,2453.695848099373,2479.3295486833063,2711471
2020-11-23,2543.99755859375,2549.3671046933787,2488.667887914965,2512.013740522047,3706418
2020-11-24,2541.943603515625,2561.5073857459474,2526.021683719573,2553.4763198820683,3120516
2020-11-25,2522.56591796875,2552.1216739070874,2510.3326009464317,2548.433075075523,3302249
2020-11-26,2540.589111328125,2550.254157348042,2502.6753561558057,2508.278360684513,2341099
2020-11-27,2502.348876953125,2537.8813160489153,2492.4503706156024,2526.021666575861,6086808
2020-12-01,2546.379150390625,2554.8769048459817,2450.801128516845,2501.741829888925,3605017
2020-12-02,2567.62451171875,2572.4336678555537,2523.6408187148427,2539.095824183591,2509032
2020-12-03,2530.17724609375,2590.3628198838846,2522.0996707609324,2590.3628198838846,2852548
2020-12-04,2547.07958984375,2557.6319621995644,2520.4185770823515,2531.4378665513714,2686527
2020-12-07,2556.557373046875,2562.4405730210738,2527.0948638639366,2535.3593862070757,1996400
2020-12-08,2612.214599609375,2619.918732191007,2551.655357151735,2558.7058513541197,4277818
2020-12-09,2624.820556640625,2652.088462844339,2608.338250352342,2628.7426136995828,3659996
2020-12-10,2600.07421875,2640.229083328373,2596.292145209787,2631.544380973359,2127801
2020-12-11,2599.421142578125,2621.926411497428,2581.631554291838,2607.9188975691513,1795408
2020-12-14,2612.58740234375,2618.470602290054,2573.8800276611846,2616.6029342427714,2483658
2020-12-15,2578.82958984375,2609.7860988886505,2572.7129309260317,2601.6617878620414,2365509
2020-12-16,2627.99560546875,2633.2251670799255,2577.8020278108706,2595.124694162721,2565149
2020-12-17,2650.40771484375,2664.8821423988334,2619.4044704521625,2625.0074746670334,2863460
2020-12-18,2671.699462890625,2706.251325919969,2657.8786720815174,2678.2363018421224,6076692
2020-12-21,2633.55224609375,2695.5122321802833,2600.7280674249396,2671.6994617245073,2705195
2020-12-22,2682.439208984375,2692.8513709419803,2632.152137318313,2646.486585991895,2881737
2020-12-23,2716.2900390625,2725.8618389423077,2675.8549754362843,2685.753708457947,2790988
2020-12-24,2716.850830078125,2728.056841340641,2692.4309270764293,2716.523896888215,1807144
2020-12-28,2735.57373046875,2754.5306097452944,2709.986765367467,2717.4574387385696,2108994
2020-12-29,2736.60107421875,2756.678509160126,2726.795815293892,2726.795815293892,1994151
2020-12-30,2716.803466796875,2752.66260337998,2709.986432585493,2740.2425648283106,2637968
2020-12-31,2673.333740234375,2712.788233475106,2656.7581839024706,2708.1190626773864,4040956
2021-01-01,2734.499755859375,2745.4723067451764,2688.5084255508036,2689.442259668744,2681440
2021-01-04,2838.342529296875,2848.894902156192,2746.3598536065088,2754.811099356147,5113293
2021-01-05,2888.34912109375,2908.193097434921,2838.482467035857,2838.482467035857,5801309
2021-01-06,2849.594970703125,2907.492689262389,2836.2410964703104,2894.8859279631943,3726716
2021-01-07,2832.13232421875,2877.00310180892,2801.7359763036766,2871.540080704543,3717827
2021-01-08,2914.403076171875,2921.033390215256,2857.5326643410112,2885.5476904620014,5879039
2021-01-11,2966.277099609375,3016.283958197916,2938.3555529248124,3016.283958197916,9508039
2021-01-12,2964.783447265625,2997.6076264981134,2941.577577404691,2966.277445116004,3611458
2021-01-13,2949.9345703125,2966.79031790488,2919.3982471986565,2964.9226500937975,3572801
2021-01-14,3041.391357421875,3056.1740604318466,2919.481169360795,2951.8534090501994,6931542
2021-01-15,3025.15869140625,3063.191196908562,3003.3120776043015,3026.702358582528,4131692
2021-01-18,3014.3056640625,3047.0520591093496,2982.167324983945,3040.7366829217426,4160906
2021-01-19,3050.747314453125,3067.8690446499495,3023.8953193987913,3024.830930574348,2975735
2021-01-20,3095.750732421875,3113.6675975486955,3056.7357866780217,3059.448968094891,3453446
2021-01-21,3063.051025390625,3096.077920244956,3052.0575930480427,3092.19522487097,2778546
2021-01-22,3090.41796875,3110.907766127021,3033.1583708895046,3033.1583708895046,3052459
2021-01-25,3079.376953125,3124.754092860327,3067.541335296261,3095.8903981758704,2272887
2021-01-27,3051.07470703125,3093.551360768129,3019.2171025182483,3087.516714691732,2786662
2021-01-28,2990.72802734375,3064.1266803069625,2978.798984542555,3022.0241763027448,3083938
2021-01-29,2911.013916015625,3009.720894819133,2900.394637828201,3003.3586931552413,5445659
2021-02-01,2937.21142578125,2961.2097642559816,2848.0944494635937,2900.3950297609927,3985846
2021-02-02,2997.183837890625,3016.4106949211173,2947.1754618491063,2969.6301320346233,2881837
2021-02-03,2994.002197265625,3027.637368952893,2959.010206814325,3006.118314723624,2505866
2021-02-04,2983.14990234375,3029.3692391429577,2971.501586958115,3008.9728664450554,2057261
2021-02-05,2954.613525390625,2999.429441684171,2927.527625165994,2992.9735869540013,2366135
2021-02-08,3007.14794921875,3018.281630759971,2951.993488077575,2984.1318230963816,2526592
2021-02-09,2972.34326171875,3036.807013309784,2960.2739680718246,2989.27791655799,2658751
2021-02-10,3006.3994140625,3012.1065051391424,2954.005188615393,2979.921572304198,2127983
2021-02-11,2999.56982421875,3012.0135001780386,2979.9688131912976,3007.9903259086964,1165882
2021-02-12,2985.34912109375,3036.527022766029,2977.115694482053,2979.1739940297853,2777404
2021-02-15,2937.678955078125,3002.3763790132916,2929.9133363351457,3002.3763790132916,2630853
2021-02-16,2908.62841796875,2963.6890052179583,2900.39499294978,2947.1755573521955,3435770
2021-02-17,2875.226806640625,2931.129574607018,2849.4506729652862,2905.1663643799484,3678426
2021-02-18,2860.4912109375,2898.430065242326,2835.837762576833,2867.6485457928056,4189909
2021-02-19,2874.057861328125,2888.3725324679845,2821.944125590322,2861.0995525618614,3725028
2021-02-22,2767.958984375,2896.652354125675,2753.6440869408184,2896.652354125675,5366696
2021-02-23,2788.308837890625,2833.0311051152303,2776.8944253573327,2778.7656480159294,3832829
2021-02-24,2758.275390625,2809.967907935788,2733.060486774855,2780.636406292519,3774549
2021-02-25,2802.43603515625,2834.8080428758944,2777.314785200414,2782.5074726037674,4224073
2021-02-26,2707.939208984375,2780.9636998523483,2694.5599247848154,2769.408811584394,5553153
2021-03-01,2735.91455078125,2774.087537965905,2714.956948776714,2737.5986968257125,3265871
2021-03-02,2812.77490234375,2830.2239603508524,2758.181895905558,2769.409230624305,3306469
2021-03-03,2862.12841796875,2866.7128216481406,2803.9332164637362,2839.580095855779,3509857
2021-03-04,2853.333740234375,2883.03939905423,2821.8505113101264,2828.3529641707996,3916760
2021-03-05,2814.365234375,2865.964099193055,2803.6525321292474,2821.8969500011153,3203686
2021-03-08,2813.33642578125,2837.7091464622117,2803.091527464816,2821.8037539498946,2003125
2021-03-09,2854.5029296875,2869.4258825635384,2799.442347914434,2813.3360371076965,1942397
2021-03-10,2873.215087890625,2894.032436503282,2862.9701912238165,2877.004358827855,3053778
2021-03-12,2861.052490234375,2916.3003824320303,2845.5214799180667,2877.004708366536,2938317
2021-03-15,2868.723876953125,2899.458792892718,2845.1933492051485,2845.1933492051485,3097083
2021-03-16,2909.797607421875,2938.7547278719717,2862.970221995617,2862.970221995617,4894756
2021-03-17,2912.510986328125,2951.853484957582,2886.6414267109667,2905.072922596923,3838390
2021-03-18,2840.983642578125,2943.8540567989585,2794.7177106151466,2924.674025620677,3656306
2021-03-19,2853.80126953125,2899.459142302963,2811.5116884867384,2834.9019687570108,5776626
2021-03-22,2928.13525390625,2937.3042885775544,2824.282419459755,2852.3975793341365,2821646
2021-03-23,2940.252197265625,2964.952244507302,2921.773873873697,2937.819516488775,3305973
2021-03-24,2920.13671875,2949.3277476146673,2910.827202944152,2910.8740291964873,2207104
